id,file,content_class,style_class,content_label,style_label,content_eval_pos,style_eval_pos,content_test_idx,style_test_idx,pixel_std,edge_corr,style_gain,accepted
252,cc_0252_bird_x_cat.png,bird,cat,1,3,71,152,1126,2494,0.2232,0.5493,0.2895,True
253,cc_0253_bird_x_cat.png,bird,cat,1,3,51,198,838,3125,0.1119,0.7208,0.7453,True
254,cc_0254_bird_x_cat.png,bird,cat,1,3,69,158,1096,2556,0.2887,0.856,0.0421,True
255,cc_0255_bird_x_cat.png,bird,cat,1,3,70,175,1103,2813,0.173,0.536,0.1891,True
256,cc_0256_bird_x_cat.png,bird,cat,1,3,52,169,845,2726,0.249,0.497,0.2654,True
257,cc_0257_bird_x_cat.png,bird,cat,1,3,55,153,859,2517,0.2801,0.7249,0.3229,True
258,cc_0258_bird_x_cat.png,bird,cat,1,3,59,178,947,2866,0.0788,0.6789,0.5181,True
259,cc_0259_bird_x_cat.png,bird,cat,1,3,58,163,932,2644,0.1611,0.7386,0.3524,True
260,cc_0260_bird_x_cat.png,bird,cat,1,3,86,179,1383,2893,0.2363,0.6342,0.2153,True
261,cc_0261_bird_x_cat.png,bird,cat,1,3,84,155,1351,2531,0.1486,0.764,0.1815,True
262,cc_0262_bird_x_cat.png,bird,cat,1,3,96,166,1516,2671,0.2099,0.6511,0.1802,True
263,cc_0263_bird_x_cat.png,bird,cat,1,3,99,167,1591,2690,0.218,0.7973,0.457,True
264,cc_0264_bird_x_cat.png,bird,cat,1,3,66,193,1032,3097,0.0902,0.6865,0.5442,True
265,cc_0265_bird_x_cat.png,bird,cat,1,3,61,191,970,3068,0.2132,0.564,0.0533,True
266,cc_0266_bird_x_cat.png,bird,cat,1,3,68,196,1044,3110,0.1834,0.8616,0.0747,True
267,cc_0267_bird_x_cat.png,bird,cat,1,3,64,188,985,2999,0.224,0.7039,0.1904,True
268,cc_0268_bird_x_cat.png,bird,cat,1,3,88,156,1417,2544,0.1927,0.743,0.2569,True
269,cc_0269_bird_x_cat.png,bird,cat,1,3,90,154,1421,2529,0.1958,0.6723,0.3615,True
270,cc_0270_bird_x_cat.png,bird,cat,1,3,93,190,1474,3055,0.2388,0.6058,0.0889,True
271,cc_0271_bird_x_cat.png,bird,cat,1,3,57,199,919,3169,0.1575,0.796,0.1372,True
272,cc_0272_bird_x_cat.png,bird,cat,1,3,60,150,948,2428,0.2292,0.6594,0.0311,True
273,cc_0273_bird_x_cat.png,bird,cat,1,3,72,183,1127,2948,0.2489,0.461,0.3497,True
274,cc_0274_bird_x_cat.png,bird,cat,1,3,56,165,906,2651,0.219,0.6011,0.3232,True
275,cc_0275_cat_x_bird.png,cat,bird,3,1,188,70,2999,1103,0.2382,0.5426,0.0351,True
276,cc_0276_cat_x_bird.png,cat,bird,3,1,153,97,2517,1526,0.1089,0.6697,0.3824,True
277,cc_0277_cat_x_bird.png,cat,bird,3,1,172,98,2803,1571,0.2206,0.5699,0.1946,True
278,cc_0278_cat_x_bird.png,cat,bird,3,1,189,59,3030,947,0.25,0.509,0.4316,True
279,cc_0279_cat_x_bird.png,cat,bird,3,1,151,94,2442,1496,0.1263,0.6431,0.2841,True
280,cc_0280_cat_x_bird.png,cat,bird,3,1,173,95,2804,1509,0.1642,0.6155,0.0304,True
281,cc_0281_cat_x_bird.png,cat,bird,3,1,159,54,2571,855,0.2169,0.4782,0.1425,True
282,cc_0282_cat_x_bird.png,cat,bird,3,1,170,68,2734,1044,0.2071,0.7936,0.1639,True
283,cc_0283_cat_x_bird.png,cat,bird,3,1,162,90,2579,1421,0.168,0.5755,0.1579,True
284,cc_0284_cat_x_bird.png,cat,bird,3,1,198,74,3125,1199,0.1269,0.7635,0.618,True
285,cc_0285_cat_x_bird.png,cat,bird,3,1,195,61,3104,970,0.3229,0.5649,0.3241,True
286,cc_0286_cat_x_bird.png,cat,bird,3,1,181,81,2917,1260,0.2374,0.6068,0.1965,True
287,cc_0287_cat_x_bird.png,cat,bird,3,1,176,79,2851,1231,0.3865,0.3936,0.5086,True
288,cc_0288_cat_x_bird.png,cat,bird,3,1,179,82,2893,1336,0.1531,0.4263,0.3019,True
289,cc_0289_cat_x_bird.png,cat,bird,3,1,155,99,2531,1591,0.106,0.7377,0.3492,True
290,cc_0290_cat_x_bird.png,cat,bird,3,1,156,67,2544,1042,0.1701,0.4487,0.3232,True
291,cc_0291_cat_x_bird.png,cat,bird,3,1,171,50,2750,819,0.23,0.3668,0.156,True
292,cc_0292_cat_x_bird.png,cat,bird,3,1,197,86,3116,1383,0.1988,0.5454,0.0639,True
293,cc_0293_cat_x_bird.png,cat,bird,3,1,178,69,2866,1096,0.2131,0.8256,0.363,True
294,cc_0294_cat_x_bird.png,cat,bird,3,1,152,66,2494,1032,0.2074,0.4566,0.2026,True
295,cc_0295_cat_x_bird.png,cat,bird,3,1,183,56,2948,906,0.2089,0.6596,0.0983,True
296,cc_0296_cat_x_bird.png,cat,bird,3,1,194,93,3103,1474,0.1805,0.6759,-0.0066,False
297,cc_0297_cat_x_bird.png,cat,bird,3,1,182,62,2924,971,0.2027,0.6092,0.1192,True
298,cc_0298_cat_x_bird.png,cat,bird,3,1,192,75,3090,1207,0.1443,0.446,0.3631,True
299,cc_0299_cat_x_bird.png,cat,bird,3,1,193,80,3097,1256,0.2342,0.5261,0.2618,True
